App,Category,Rating,Price,Reviews,Size,Installs,Type,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Candy Crush Soda Saga,GAME,4.4,0,6199095,67M,"100,000,000+",Free,Everyone,Casual,10-Jul-18,1.118.4,4.1 and up
Zombie Hunter King,GAME,4.3,0,10493,50M,"1,000,000+",Free,Mature 17+,Action,1-Aug-18,1.0.8,2.3 and up
Bubble Shooter,GAME,4.5,0,148945,46M,"10,000,000+",Free,Everyone,Casual,17-Jul-18,1.20.1,4.0.3 and up
Clash Royale,GAME,4.6,0,23136735,97M,"100,000,000+",Free,Everyone 10+,Strategy,27-Jun-18,2.3.2,4.1 and up
Clash of Clans,GAME,4.6,0,44893888,98M,"100,000,000+",Free,Everyone 10+,Strategy,15-Jul-18,10.322.16,4.1 and up
Farm Heroes Saga,GAME,4.4,0,7614415,70M,"100,000,000+",Free,Everyone,Casual,26-Jul-18,5.1.8,2.3 and up
Plants vs. Zombies FREE,GAME,4.4,0,4067651,69M,"100,000,000+",Free,Everyone 10+,Strategy,6-Jul-18,2.2.00,4.1 and up
Word Search,GAME,4.7,0,295576,3.9M,"10,000,000+",Free,Everyone,Word,6-Jun-18,1.1.3,3.0 and up
Block Puzzle,GAME,4.6,0,59907,7.8M,"5,000,000+",Free,Everyone,Puzzle,6-Mar-18,2.9,2.3 and up
Super Jim Jump - pixel 3d,GAME,4.5,0,10460,18M,"1,000,000+",Free,Everyone,Arcade,11-Jul-18,2.2.3181,4.0 and up
Pou,GAME,4.3,0,10486018,24M,"500,000,000+",Free,Everyone,Casual,25-May-18,1.4.77,4.0 and up
Temple Run 2,GAME,4.3,0,8119151,62M,"500,000,000+",Free,Everyone,Action,5-Jul-18,1.49.1,4.0 and up
Flow Free,GAME,4.3,0,1295625,11M,"100,000,000+",Free,Everyone,Puzzle,11-Apr-18,4,4.1 and up
Wordscapes,GAME,4.8,0,230849,87M,"10,000,000+",Free,Everyone,Word,2-Aug-18,1.0.47,4.1 and up
My Talking Angela,GAME,4.5,0,9883367,99M,"100,000,000+",Free,Everyone,Casual,3-Jul-18,3.7.2.51,4.1 and up
Cooking Fever,GAME,4.5,0,3198176,82M,"100,000,000+",Free,Everyone,Arcade,12-Jul-18,2.8.0,4.0.3 and up
Yes day,GAME,4.5,0,10055521,94M,"100,000,000+",Free,Everyone,Casual,28-Jun-18,1_39_93,4.0.3 and up
Score! Hero,GAME,4.6,0,5419676,96M,"100,000,000+",Free,Everyone,Sports,13-Jun-18,1.751,4.4 and up
Zombie Catchers,GAME,4.7,0,990723,75M,"10,000,000+",Free,Everyone,Action,24-May-18,1.0.27,4.1 and up
Jewels Star: OZ adventure,GAME,4.5,0,21892,14M,"1,000,000+",Free,Everyone,Puzzle,29-Dec-17,1.3,4.0 and up
Granny,GAME,4.5,0,1138239,59M,"50,000,000+",Free,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up
Dream League Soccer 2018,GAME,4.6,0,9883806,74M,"100,000,000+",Free,Everyone,Sports,16-Jul-18,5.064,4.4 and up
Sweet Fruit Candy,GAME,4.5,0,197540,29M,"10,000,000+",Free,Everyone,Puzzle,16-Jul-18,79,4.1 and up
Fruits Bomb,GAME,4.4,0,74695,17M,"10,000,000+",Free,Everyone,Casual,6-Jul-18,3.3.3179,4.0.3 and up
Angry Birds Classic,GAME,4.4,0,5566889,97M,"100,000,000+",Free,Everyone,Arcade,24-May-18,7.9.3,4.1 and up
Talking Tom Gold Run,GAME,4.6,0,2698882,78M,"100,000,000+",Free,Everyone,Action,31-Jul-18,2.8.2.59,4.1 and up
Hill Climb Racing,GAME,4.4,0,8923818,63M,"100,000,000+",Free,Everyone,Racing,2-Jul-18,1.37.2,4.2 and up
Pixel Art: Color by Number Game,GAME,4.7,0,1125438,25M,"10,000,000+",Free,Everyone,Puzzle,17-Jul-18,3.9.2,4.3 and up
Shoot Bubble - Fruit Splash,GAME,4.6,0,29445,29M,"5,000,000+",Free,Everyone,Casual,11-May-18,14,4.0.3 and up
Rider,GAME,4.5,0,655145,72M,"10,000,000+",Free,Teen,Arcade,17-Jul-17,1.2.1,4.0.3 and up
Garena Free Fire,GAME,4.5,0,5476569,53M,"100,000,000+",Free,Teen,Action,3-Aug-18,1.21.0,4.0.3 and up
Subway Surfers,GAME,4.5,0,27725352,76M,"1,000,000,000+",Free,Everyone 10+,Arcade,12-Jul-18,1.90.0,4.1 and up
Helix Jump,GAME,4.2,0,1500999,33M,"100,000,000+",Free,Everyone,Action,9-Apr-18,1.0.6,4.1 and up
Crossy Road,GAME,4.5,0,4230886,60M,"100,000,000+",Free,Everyone,Action,1-Aug-18,3.1.0,5.0 and up
Temple Run 2,GAME,4.3,0,8119154,62M,"500,000,000+",Free,Everyone,Action,5-Jul-18,1.49.1,4.0 and up
Talking Tom Gold Run,GAME,4.6,0,2698889,78M,"100,000,000+",Free,Everyone,Action,31-Jul-18,2.8.2.59,4.1 and up
Zombie Catchers,GAME,4.7,0,990663,75M,"10,000,000+",Free,Everyone,Action,24-May-18,1.0.27,4.1 and up
Swamp Attack,GAME,4.4,0,2119218,70M,"50,000,000+",Free,Everyone 10+,Action,29-Jun-18,3.0.1,4.1 and up
Earn to Die 2,GAME,4.6,0,1327265,99M,"50,000,000+",Free,Teen,Racing,12-Apr-17,1.3,2.3.3 and up
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,0,184210,99M,"10,000,000+",Free,Everyone,Action,30-Jul-18,1.0.6,4.4 and up
Hungry Shark World,GAME,4.5,0,1242855,27M,"50,000,000+",Free,Teen,Action,18-Jul-18,3.0.0,4.2 and up
Dude Perfect 2,GAME,4.5,0,401425,70M,"10,000,000+",Free,Everyone,Action,12-Apr-17,1.6.1,4.0.3 and up
Shadow Fight 2,GAME,4.6,0,10979062,88M,"100,000,000+",Free,Everyone 10+,Action,2-Jul-18,1.9.38,3.0 and up
Alto's Adventure,GAME,4.6,0,515657,63M,"10,000,000+",Free,Everyone,Action,5-Jun-18,1.7.1,4.0 and up
DEER HUNTER 2018,GAME,4.3,0,955656,82M,"10,000,000+",Free,Teen,Action,26-Jun-18,5.1.2,3.0 and up
DRAGON BALL LEGENDS,GAME,4.6,0,337913,48M,"5,000,000+",Free,Teen,Action,3-Aug-18,1.11.0,6.0 and up
Cover Fire: offline shooting games for free,GAME,4.7,0,725897,31M,"10,000,000+",Free,Teen,Action,3-Aug-18,1.8.20,4.1 and up
Anger of stick 5 : zombie,GAME,4.5,0,549039,23M,"50,000,000+",Free,Teen,Action,3-Aug-18,1.1.5,2.3 and up
Soul Knight,GAME,4.7,0,292164,59M,"10,000,000+",Free,Everyone 10+,Action,1-Aug-18,1.8.4,4.1 and up
Major Mayhem,GAME,4.6,0,520962,39M,"10,000,000+",Free,Teen,Action,28-Jun-17,108,4.0 and up
DINO HUNTER: DEADLY SHORES,GAME,4.4,0,1381820,54M,"10,000,000+",Free,Teen,Action,14-Mar-17,3.1.1,3.0 and up
Strawberry Shortcake BerryRush,GAME,4.3,0,525517,48M,"10,000,000+",Free,Everyone,Action;Action & Adventure,15-Oct-17,1.2.3,2.3 and up
Power Rangers Dino Charge,GAME,4.3,0,194969,30M,"10,000,000+",Free,Everyone 10+,Action,29-Jan-18,1.4.0,4.1 and up
Zombie Hunter: Post Apocalypse Survival Games,GAME,4.4,0,327599,66M,"10,000,000+",Free,Teen,Action,28-Jul-17,2.4.2,2.3.3 and up
Agar.io,GAME,4.2,0,3816799,32M,"100,000,000+",Free,Everyone,Action,23-Jul-18,2.2.8,4.0.3 and up
Zombie Hunter King,GAME,4.3,0,10538,50M,"1,000,000+",Free,Mature 17+,Action,1-Aug-18,1.0.8,2.3 and up
Garena Free Fire,GAME,4.5,0,5476569,53M,"100,000,000+",Free,Teen,Action,3-Aug-18,1.21.0,4.0.3 and up
Battlelands Royale,GAME,4.4,0,105620,61M,"1,000,000+",Free,Everyone 10+,Action,16-Jul-18,0.5.8,4.1 and up
Once Upon a Tower,GAME,4.7,0,37139,49M,"1,000,000+",Free,Everyone 10+,Action,24-Jan-18,8,4.1 and up
diep.io,GAME,4.1,0,347883,20M,"10,000,000+",Free,Everyone,Action,16-Mar-18,1.2.7,4.0.3 and up
Dragon Hills,GAME,4.5,0,354373,66M,"10,000,000+",Free,Everyone 10+,Action,12-Oct-17,1.2.7,4.1 and up
Bus Rush: Subway Edition,GAME,4.1,0,753043,57M,"100,000,000+",Free,Teen,Action,1-Aug-18,1.15.2,4.0.3 and up
Runner 3d like,GAME,4.5,0,559,32M,"100,000+",Free,Everyone 10+,Action,3-Aug-18,1.0.7,4.0 and up
War Robots,GAME,4.6,0,3073251,33M,"50,000,000+",Free,Everyone 10+,Action,25-Jul-18,4.1.1,4.1 and up
Dinosaur Simulator: Dino World,GAME,4,0,26649,66M,"5,000,000+",Free,Teen,Action,5-Aug-18,1.2,4.2 and up
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,0,2151039,75M,"50,000,000+",Free,Teen,Action,1-Aug-18,2.6.61,4.0.3 and up
Quiz: Logo game,GAME,4.5,0,306764,29M,"10,000,000+",Free,Everyone,Trivia,3-Aug-18,6.2,4.0.3 and up
Candy Crush Saga,GAME,4.4,0,22430188,74M,"500,000,000+",Free,Everyone,Casual,5-Jul-18,1.129.0.2,4.1 and up
Plants vs. Zombies FREE,GAME,4.4,0,4067651,69M,"100,000,000+",Free,Everyone 10+,Strategy,6-Jul-18,2.2.00,4.1 and up
Block Puzzle,GAME,4.6,0,59907,7.8M,"5,000,000+",Free,Everyone,Puzzle,6-Mar-18,2.9,2.3 and up
Helix Jump,GAME,4.2,0,1500622,33M,"100,000,000+",Free,Everyone,Action,9-Apr-18,1.0.6,4.1 and up
8 Ball Pool,GAME,4.5,0,14201604,52M,"100,000,000+",Free,Everyone,Sports,31-Jul-18,4.0.0,4.0.3 and up
Jewels Legend - Match 3 Puzzle,GAME,4.6,0,280098,50M,"10,000,000+",Free,Everyone,Arcade,20-Jul-18,2.11.2,4.0.3 and up
Bubble Shooter,GAME,4.5,0,148990,46M,"10,000,000+",Free,Everyone,Casual,17-Jul-18,1.20.1,4.0.3 and up
Solitaire,GAME,4.7,0,154264,12M,"10,000,000+",Free,Everyone,Card,8-Jun-18,Varies with device,Varies with device
Bubble Shooter Genies,GAME,4.5,0,26985,41M,"5,000,000+",Free,Everyone,Casual,4-Jun-18,1.9.1,4.0.3 and up
Blossom Blast Saga,GAME,4.5,0,1125438,63M,"10,000,000+",Free,Everyone,Casual,5-Jul-18,57.0.8,4.0.3 and up
Traffic Racer,GAME,4.5,0,5387781,53M,"100,000,000+",Free,Everyone,Racing,27-Feb-18,2.5,4.1 and up
Hill Climb Racing,GAME,4.4,0,8923847,63M,"100,000,000+",Free,Everyone,Racing,2-Jul-18,1.37.2,4.2 and up
Earn to Die 2,GAME,4.6,0,1327269,99M,"50,000,000+",Free,Teen,Racing,12-Apr-17,1.3,2.3.3 and up
Candy Bomb,GAME,4.4,0,42145,20M,"10,000,000+",Free,Everyone,Casual;Brain Games,4-Jul-18,2.9.3181,4.0.3 and up
Flow Free,GAME,4.3,0,1295625,11M,"100,000,000+",Free,Everyone,Puzzle,11-Apr-18,4,4.1 and up
Zombie Catchers,GAME,4.7,0,990796,75M,"10,000,000+",Free,Everyone,Action,24-May-18,1.0.27,4.1 and up
Gems or jewels ?,GAME,4.7,0,171448,13M,"10,000,000+",Free,Teen,Puzzle,3-Aug-18,1.0.109,4.0 and up
Angry Birds Rio,GAME,4.4,0,2610680,46M,"100,000,000+",Free,Everyone,Arcade,3-Jul-18,2.6.9,4.1 and up
Candy Crush Jelly Saga,GAME,4.3,0,1300619,78M,"50,000,000+",Free,Everyone,Puzzle,20-Jul-18,2.1.10,4.0 and up
Cut the Rope FULL FREE,GAME,4.4,0,2123793,49M,"100,000,000+",Free,Everyone,Puzzle,5-Jul-18,3.7.2,4.1 and up
Jewels Star: OZ adventure,GAME,4.5,0,21892,14M,"1,000,000+",Free,Everyone,Puzzle,29-Dec-17,1.3,4.0 and up
Hungry Shark Evolution,GAME,4.5,0,6074627,100M,"100,000,000+",Free,Teen,Arcade,25-Jul-18,6.0.0,4.1 and up
Angry Birds Classic,GAME,4.4,0,5566908,97M,"100,000,000+",Free,Everyone,Arcade,24-May-18,7.9.3,4.1 and up
Jewels classic Prince,GAME,4.4,0,47644,15M,"5,000,000+",Free,Everyone,Puzzle,15-Jun-18,2.4.2,4.0 and up
Fruit Block - Puzzle Legend,GAME,4.6,0,125647,33M,"10,000,000+",Free,Everyone,Casual,23-Jul-18,60,4.1 and up
Swamp Attack,GAME,4.4,0,2119235,70M,"50,000,000+",Free,Everyone 10+,Action,29-Jun-18,3.0.1,4.1 and up
1LINE ??One Line with One Touch,GAME,4.6,0,214878,10M,"10,000,000+",Free,Everyone,Board,3-Aug-18,2.0.4,4.1 and up
Stick War: Legacy,GAME,4.6,0,811040,77M,"10,000,000+",Free,Teen,Strategy,10-May-18,1.7.04,4.4 and up
Block Puzzle Classic Legend !,GAME,4.2,0,17044,4.9M,"5,000,000+",Free,Everyone,Puzzle,13-Apr-18,2.9,2.3.3 and up
Pixel Art: Color by Number Game,GAME,4.7,0,1125566,25M,"10,000,000+",Free,Everyone,Puzzle,17-Jul-18,3.9.2,4.3 and up
Score! Hero,GAME,4.6,0,5419676,96M,"100,000,000+",Free,Everyone,Sports,13-Jun-18,1.751,4.4 and up
Super Jabber Jump 3,GAME,4.3,0,34494,23M,"5,000,000+",Free,Everyone 10+,Arcade,11-Jul-18,2.5.3182,2.3 and up
Rush,GAME,4.6,0,260651,51M,"10,000,000+",Free,Everyone,Arcade,14-Feb-18,1.1,4.0 and up
Jetpack Joyride,GAME,4.4,0,4638163,96M,"100,000,000+",Free,Everyone 10+,Arcade,19-Jul-18,1.10.12,4.1 and up
Farm Heroes Saga,GAME,4.4,0,7614407,70M,"100,000,000+",Free,Everyone,Casual,26-Jul-18,5.1.8,2.3 and up
Racing in Car 2,GAME,4.3,0,234110,38M,"50,000,000+",Free,Everyone,Racing,22-Nov-16,1,2.3.3 and up
Dog Run - Pet Dog Simulator,GAME,4.7,0,48615,24M,"10,000,000+",Free,Everyone,Simulation;Action & Adventure,22-May-18,1.4.12,4.1 and up
Candy Bomb,FAMILY,4.4,0,42145,20M,"10,000,000+",Free,Everyone,Casual;Brain Games,4-Jul-18,2.9.3181,4.0.3 and up
ROBLOX,FAMILY,4.5,0,4449910,67M,"100,000,000+",Free,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up
Jewels Crush- Match 3 Puzzle,FAMILY,4.4,0,14774,19M,"1,000,000+",Free,Everyone,Casual;Brain Games,23-Jul-18,1.9.3901,4.0.3 and up
Coloring & Learn,FAMILY,4.4,0,12753,51M,"5,000,000+",Free,Everyone,Educational;Creativity,17-Jul-18,1.49,4.0.3 and up
Mahjong,FAMILY,4.5,0,33983,22M,"5,000,000+",Free,Everyone,Puzzle;Brain Games,2-Aug-18,1.24.3181,4.0.3 and up
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,0,20267,46M,"1,000,000+",Free,Everyone,Educational;Education,16-Jul-18,1.1.6.7,4.1 and up
Toy Pop Cubes,FAMILY,4.5,0,5761,21M,"1,000,000+",Free,Everyone,Casual;Brain Games,4-Jul-18,1.8.3181,4.0.3 and up
Educational Games 4 Kids,FAMILY,4.3,0,11618,39M,"5,000,000+",Free,Everyone,Educational;Education,3-Apr-18,2.4,4.1 and up
Candy Pop Story,FAMILY,4.7,0,12948,23M,"1,000,000+",Free,Everyone,Casual;Brain Games,24-May-18,2.0.3165,2.3 and up
Solitaire,FAMILY,4.4,0,685,26M,"100,000+",Free,Everyone,Card;Brain Games,16-Jul-18,1.7.101,4.1 and up
Princess Coloring Book,FAMILY,4.5,0,9779,39M,"5,000,000+",Free,Everyone,Education;Creativity,25-Feb-18,1.2.8,4.0 and up
Hello Kitty Nail Salon,FAMILY,4.2,0,369378,24M,"50,000,000+",Free,Everyone,Casual;Pretend Play,17-Apr-18,1.5,4.1 and up
Candy Smash,FAMILY,4.5,0,11436,15M,"1,000,000+",Free,Everyone,Casual;Brain Games,17-Apr-18,2.2.3169,4.0.3 and up
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,0,2150,20M,"500,000+",Free,Everyone,Casual;Brain Games,1-Feb-18,1.0.3122,4.0.3 and up
Dog Run - Pet Dog Simulator,FAMILY,4.7,0,48615,24M,"10,000,000+",Free,Everyone,Simulation;Action & Adventure,22-May-18,1.4.12,4.1 and up
Princess Adventures Puzzles,FAMILY,4.4,0,382,44M,"500,000+",Free,Everyone,Education;Creativity,1-Aug-18,1.1.0,2.3 and up
Kids Educational Game 3 Free,FAMILY,4.3,0,24936,38M,"5,000,000+",Free,Everyone,Educational;Education,16-May-18,3.1,4.1 and up
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,0,1109,52M,"1,000,000+",Free,Everyone,Educational;Brain Games,18-Jul-18,1.0.6,4.1 and up
Coloring book moana,FAMILY,3.9,0,974,14M,"500,000+",Free,Everyone,Art & Design;Pretend Play,15-Jan-18,2.0.0,4.0.3 and up
Baby Panda Care,FAMILY,4.2,0,108795,49M,"10,000,000+",Free,Everyone,Educational;Pretend Play,15-Jun-18,8.25.10.00,4.0.3 and up
Kids Educational :All in One,FAMILY,4.5,0,1455,8.9M,"500,000+",Free,Everyone,Education;Education,1-Feb-18,2.7,2.3 and up
Toca Kitchen 2,FAMILY,4.5,0,1014822,56M,"50,000,000+",Free,Everyone,Educational;Pretend Play,29-Jun-17,1.2.3-play,4.1 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,0,86961,99M,"10,000,000+",Free,Everyone,Casual;Action & Adventure,5-Jun-18,2.0.1,4.0.3 and up
Learn To Draw Glow Flower,FAMILY,4.4,0,7320,10M,"1,000,000+",Free,Everyone,Entertainment;Education,7-Jul-17,1.0.1,4.0.3 and up
"No. Color - Color by Number, Number Coloring",FAMILY,4.8,0,269194,6.9M,"10,000,000+",Free,Everyone,Entertainment;Brain Games,3-Aug-18,Varies with device,Varies with device
Bubble Shooter,FAMILY,4.4,0,59843,20M,"5,000,000+",Free,Everyone,Puzzle;Brain Games,9-Jan-18,2.3.3122,2.3 and up
Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4.4,0,18616,10M,"1,000,000+",Free,Everyone,Casual;Education,5-Aug-18,1.0.9,4.0.3 and up
Baby puzzles,FAMILY,4.3,0,11950,19M,"5,000,000+",Free,Everyone,Educational;Education,12-Jul-18,6.1,4.0.3 and up
Garden Fruit Legend,FAMILY,4.6,0,4289,33M,"500,000+",Free,Everyone,Casual;Brain Games,31-Jul-18,3.5.3183,4.0.3 and up
Barbie??Fashion Closet,FAMILY,4.1,0,68286,85M,"10,000,000+",Free,Everyone,Casual;Creativity,30-Jul-18,1.3.7,4.1 and up
Candy Day,FAMILY,4.5,0,11716,48M,"1,000,000+",Free,Everyone,Casual;Brain Games,3-Aug-18,8.4.3180,4.0 and up
Learn To Draw Glow Princess,FAMILY,4.5,0,3323,9.6M,"1,000,000+",Free,Everyone,Casual;Pretend Play,14-Jul-17,1.0.1,4.0.3 and up
Barbie Magical Fashion,FAMILY,4,0,328619,15M,"10,000,000+",Free,Everyone,Casual;Creativity,6-Oct-17,2.2,4.1 and up
Piano Kids - Music & Songs,FAMILY,4.6,0,46741,50M,"10,000,000+",Free,Everyone,Music;Music & Video,3-Aug-18,1.73,4.0.3 and up
Farming Simulator 14,FAMILY,4.5,0,530854,51M,"10,000,000+",Free,Everyone,Simulation;Action & Adventure,17-Jul-17,1.4.4,2.3.3 and up
Educational Games for Kids,FAMILY,4.5,0,7050,24M,"1,000,000+",Free,Everyone,Educational;Education,27-May-18,2,4.0 and up
No.Draw - Colors by Number 2018,FAMILY,4.5,0,235906,13M,"10,000,000+",Free,Everyone,Entertainment;Brain Games,29-Jul-18,1.2.0,4.1 and up
Fruit Boom,FAMILY,4.4,0,17753,16M,"1,000,000+",Free,Everyone,Casual;Brain Games,25-May-18,2.2.3172,4.0.3 and up
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,0,432,63M,"100,000+",Free,Everyone 10+,Educational;Education,27-Jul-18,1.0.89,4.4 and up
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,0,32029,15M,"5,000,000+",Free,Everyone,Casual;Pretend Play,6-Nov-17,1.2,4.1 and up
Rhythm Patrol,FAMILY,4.3,0,4207,26M,"100,000+",Free,Everyone,Music;Music & Video,23-Jul-18,2.180723,4.1 and up
Kiddopia - Preschool Learning Games,FAMILY,4.5,0,64,81M,"10,000+",Free,Everyone,Educational;Education,18-Jul-18,1.1.2,5.0 and up
Toca Mystery House,FAMILY,4.2,3.99,96,79M,"5,000+",Paid,Everyone,Educational;Creativity,14-Jun-18,1.0.1,4.4 and up
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,0,496,94M,"100,000+",Free,Everyone,Education;Education,11-Jul-18,1,4.2 and up
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,0,20267,46M,"1,000,000+",Free,Everyone,Educational;Education,16-Jul-18,1.1.6.7,4.1 and up
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,0,29436,43M,"1,000,000+",Free,Everyone,Educational;Education,21-Mar-18,2.0.5.0,4.1 and up
Baby Panda?�s Juice Shop,FAMILY,4.5,0,19230,45M,"5,000,000+",Free,Everyone,Educational;Brain Games,12-Jul-18,8.25.10.01,4.0.3 and up
Dr. Panda Restaurant 3,FAMILY,4.2,0,11126,91M,"1,000,000+",Free,Everyone,Educational;Pretend Play,23-Mar-18,1.6.4,4.1 and up
LEGO® Friends: Heartlake Rush,FAMILY,4.5,0,23671,91M,"1,000,000+",Free,Everyone,Arcade;Pretend Play,31-Jul-18,1.2.0,4.1 and up
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,0,9652,53M,"1,000,000+",Free,Everyone,Educational;Education,16-Jul-18,2.0.7.4,4.1 and up
Henry Danger Crime Warp,FAMILY,4.6,0,9626,28M,"1,000,000+",Free,Everyone,Action;Action & Adventure,7-Feb-18,1.1,4.4 and up
Thomas & Friends: Race On!,FAMILY,4.1,0,29319,26M,"5,000,000+",Free,Everyone,Casual;Action & Adventure,18-May-18,2.4,4.4 and up
Super School: Educational Kids Games & Rhymes,FAMILY,4.5,0,1791,56M,"500,000+",Free,Everyone,Education;Education,2-Jun-18,5.3.11,5.0 and up
Fruit Cube Blast,FAMILY,4.6,0,9199,80M,"500,000+",Free,Everyone,Puzzle;Brain Games,3-Aug-18,1.2.7,4.1 and up
Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,0,14014,60M,"1,000,000+",Free,Everyone,Education;Education,6-Jul-18,7.32,4.0.3 and up
Intellijoy Early Learning Academy,FAMILY,4.3,0,160,67M,"50,000+",Free,Everyone,Education;Education,18-Jun-18,3.4.0,Varies with device
Dr. Panda Town: Vacation,FAMILY,3.8,0,10366,78M,"1,000,000+",Free,Everyone,Education;Pretend Play,24-Jul-18,1.2.1,4.1 and up
Leo and Tig,FAMILY,4.5,0,47644,27M,"1,000,000+",Free,Everyone,Adventure;Action & Adventure,31-May-18,10.18053,4.0.3 and up
Fuzzy Seasons: Animal Forest,FAMILY,4.8,0,12137,63M,"100,000+",Free,Everyone 10+,Simulation;Pretend Play,6-Aug-18,149,4.1 and up
Montessori Preschool,FAMILY,3.9,0,237,26M,"100,000+",Free,Everyone,Education;Education,12-Jul-18,1.7.2,4.1 and up
Kids Corner: Interactive Tales and Games for kids,FAMILY,4.5,0,6404,46M,"500,000+",Free,Everyone,Educational;Brain Games,16-Jul-18,1.8.3,4.1 and up
Cutie Cubies,FAMILY,4.4,0,6356,83M,"500,000+",Free,Everyone,Puzzle;Creativity,4-Jul-18,1.180702,4.1 and up
My Little Princess : Stores,FAMILY,4.3,2.99,169,60M,"5,000+",Paid,Everyone,Educational;Pretend Play,25-May-18,1.08,4.1 and up
Sago Mini Big City,FAMILY,4.2,3.99,8,44M,"1,000+",Paid,Everyone,Education;Pretend Play,9-Jul-18,1.1,4.4 and up
Pinkalicious Party,FAMILY,3,2.99,2,82M,500+,Paid,Everyone,Educational;Creativity,25-Jun-18,1.5.0,4.1 and up
ROBLOX,FAMILY,4.5,0,4450855,67M,"100,000,000+",Free,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,0,86961,99M,"10,000,000+",Free,Everyone,Casual;Action & Adventure,5-Jun-18,2.0.1,4.0.3 and up
Dog Run - Pet Dog Simulator,FAMILY,4.7,0,48701,24M,"10,000,000+",Free,Everyone,Simulation;Action & Adventure,22-May-18,1.4.12,4.1 and up
Moana Island Life,FAMILY,4.1,0,15246,78M,"1,000,000+",Free,Everyone,Simulation;Action & Adventure,12-Jul-17,3.2.473.202,4.0 and up
Farming Simulator 14,FAMILY,4.5,0,530904,51M,"10,000,000+",Free,Everyone,Simulation;Action & Adventure,17-Jul-17,1.4.4,2.3.3 and up
My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,0,106750,94M,"1,000,000+",Free,Everyone,Simulation;Action & Adventure,29-Jun-18,1.221,4.1 and up
My Little Pony Rainbow Runners,FAMILY,4.3,0,33785,16M,"5,000,000+",Free,Everyone,Casual;Action & Adventure,20-Dec-17,1.3,4.1 and up
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,0,4207,93M,"500,000+",Free,Everyone,Racing;Action & Adventure,31-Aug-17,1.1.9,4.1 and up
Cars: Lightning League,FAMILY,4.5,0,58795,77M,"10,000,000+",Free,Everyone,Racing;Action & Adventure,21-May-18,1.6,4.0.3 and up
Little Panda Run,FAMILY,4.2,0,3235,32M,"1,000,000+",Free,Everyone,Educational;Action & Adventure,20-Jun-18,8.25.10.00,4.0.3 and up
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,0,47031,58M,"1,000,000+",Free,Everyone,Simulation;Action & Adventure,30-Jul-18,3.2.4,4.4 and up
Car Racing game for Kids - Beepzz Dogs ??,FAMILY,4.4,0,131,48M,"100,000+",Free,Everyone,Racing;Action & Adventure,13-Jun-18,1.1.1,4.2 and up
Pony Friends ?? - Beepzz racing game for kids,FAMILY,4.5,0,114,69M,"50,000+",Free,Everyone,Racing;Action & Adventure,13-Jun-18,1.4.3,4.2 and up
LEGO® Juniors Create & Cruise,FAMILY,4.1,0,673203,73M,"50,000,000+",Free,Everyone,Educational;Action & Adventure,19-Jan-18,6.7.5222,4.1 and up
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,4.2,0,2178,99M,"500,000+",Free,Everyone,Racing;Action & Adventure,23-Aug-17,1.0.8,4.1 and up
Thomas & Friends: Go Go Thomas,FAMILY,4.1,0,175625,16M,"10,000,000+",Free,Everyone,Racing;Action & Adventure,22-Nov-17,1.4,4.1 and up
Ninja Dash - Ronin Jump RPG,FAMILY,4.7,0,8508,54M,"500,000+",Free,Everyone 10+,Arcade;Action & Adventure,2-Aug-18,1.1.23,4.0.3 and up
Paw Patrol by ShuffleCards,FAMILY,4.3,0,3484,56M,"1,000,000+",Free,Everyone,Entertainment;Action & Adventure,7-Mar-17,1.0.1,4.0 and up
Plants vs. Zombies??Heroes,FAMILY,4.4,0,379415,68M,"10,000,000+",Free,Everyone,Casual;Action & Adventure,26-Jun-18,1.28.01,4.1 and up
Transformers Rescue Bots: Disaster Dash,FAMILY,4.4,0,19245,25M,"1,000,000+",Free,Everyone,Casual;Action & Adventure,28-Mar-18,1.3,4.1 and up
